timestamp,step,epoch,loss,grad_norm,learning_rate,entropy,num_tokens,mean_token_accuracy
2025-11-25 19:05:15,1,0.006751054852320675,1.1433,3.21875,0.0,0.959739200770855,127250.0,0.7515981122851372
2025-11-25 19:15:17,20,0.1350210970464135,0.8298,0.443359375,4.98524339805751e-05,0.7988246130315881,2542668.0,0.8024126001094517
2025-11-25 19:25:54,40,0.270042194092827,0.5972,0.451171875,4.8682337610128526e-05,0.6240241102874279,5039854.0,0.8404994487762452
2025-11-25 19:36:27,60,0.4050632911392405,0.5449,0.291015625,4.6397235067531564e-05,0.5825045129284263,7552976.0,0.8485100358724594
2025-11-25 19:46:54,80,0.540084388185654,0.5249,0.25390625,4.310471300579697e-05,0.539540977962315,10051844.0,0.8525328654795885
2025-11-25 19:57:22,100,0.6751054852320675,0.5162,0.265625,3.895978916351172e-05,0.5310067236423492,12555310.0,0.8553024016320705
2025-11-25 20:07:42,120,0.810126582278481,0.5162,0.2470703125,3.4157613856633844e-05,0.529962420836091,15044983.0,0.8552457842975855
2025-11-25 20:18:16,140,0.9451476793248945,0.5122,0.234375,2.8924281957851394e-05,0.5253872843459249,17553801.0,0.8558341305702925
2025-11-25 20:28:15,160,1.0742616033755275,0.4843,0.232421875,2.3506187951700314e-05,0.5087260566895304,19942164.0,0.860744373860702
2025-11-25 20:38:44,180,1.2092827004219409,0.4857,0.232421875,1.815842524819793e-05,0.4988638460636139,22476600.0,0.8617971986532211
2025-11-25 20:49:27,200,1.3443037974683545,0.4852,0.2236328125,1.3132775935741253e-05,0.499563105404377,24982397.0,0.861803249642253
2025-11-25 20:59:51,220,1.479324894514768,0.4815,0.2216796875,8.665856436860118e-06,0.49439156968146564,27467485.0,0.8627569962292909
2025-11-25 21:10:15,240,1.6143459915611813,0.4792,0.232421875,4.967977190234429e-06,0.4933737663552165,29960840.0,0.8630736649036408
2025-11-25 21:20:47,260,1.749367088607595,0.477,0.2265625,2.2132408647701027e-06,0.4913803344592452,32458205.0,0.8634230498224497
2025-11-25 21:31:20,280,1.8843881856540086,0.4844,0.234375,5.313452992575935e-07,0.4973524184897542,34985501.0,0.8622213769704103
2025-11-25 21:40:20,298,2.0,9344.0699,4.055,0.032,5.301889895019233e+17,0.5278008196177899,0.4955395699417504,37121764.0,0.8624272511823334
